label,tweet
anger,overload pengiriman tutup penerimaan pengiriman paket paket masuk terdistribusi sesuai estimasi. mementingkan keuntungan jne pentingkan hak konsumen.
love,"cinta, menerima kelebihan, kekurangan dianggap keindahan alasan meninggalkannya"
love,"wanita makhluk lembut sekali, mengajarinya sewajarnya kelembutan pula. tidur, memeluknya, mengajarinya. beritahu baik. belaian kasih sayang tentunya."
happy,"dulu, kekosongan bersosialisasi dunia nyata ekspresikan berbeda dunia maya. dikenalin mig33 adek. langsung nyetem, orangnya ramah2."
happy,"banyak. kuingat pas bayar kuliah lalu. pembayaran lama, kubilang 3 deadline, cepat nyusun jadwal. jam beliau telepon duitnya dikirim."
anger,tokoh n capres abadi n orang gagal d laluny orang d benci allah prabocor otakny bocor bocor bocor pengikutny ap otakny moter2
sadness,"salah sangka menghasilkan kekecewaan. kekecewaan dasarnya alasan kuat. namun, situasi clear. lucu diingat."
sadness,"mengubah kebiasaan itu.... berat, mesti dikuat-kuatin. berubah2 juga, yaudahlah nyerah aja. dirubah."
fear,"rokok candu, berhenti, berhenti kesadaran penuh. sulit. mudah mencegah si calon perokok menasehati si keras kepala terlanjur memuja menghamba asap rokok."
happy,"wkwkwkwk 7 kali bandung ketemu. ketemuuu wkwkkw b loh cil, dilebaikan ya"
happy,"ketemu orang duduk sampingan pesawat mks check in.. beruntung duduk sampingan, diami... duduk kursi pesawat. apakah?"
happy,happy birth day muhammad yazid husain ar rozi #happybirthday #mybaby
sadness,"nangis mewek karuan gegara galau pulang enggak, mutusin tuk pulang lagi. kasihan emak ayah gue. mudik mahal cooy"
love,"cinta sex, cinta murah. cinta besar, dalam, berharga sex. cinta sejati ternilai harganya"
happy,tidak-kangenya bong wakaka
fear,"serem... seriusan itu? btw lama. pas sma 3 lalu, badan cungkring :"") makan ngaruh - sender"
anger,emosi mentionan sheungwanie.
love,"kesabaran mu menghadapi ku ku bertahan, perhatian mu ku bertahan sayang mu ku pulang mu bertahan,keyakinan mu menjaga ku ku bertahan... trimakasih sayang semoga lewati #ldrkronis"
love,se-jatuh cinta gini orang. tokoh cerita wattpad penggambaran plek ketiplek sama. jatuh cinta.
sadness,"bilang pegang janji pernikahannya, brhak menghakimi suaminya, mndoakan suaminya suaminya akn brtobat"
happy,"hepibesdey mbaak canteeeekk umur, sehat mulia pribadi mentel yee simpenan orang"
anger,bu mentrri konsep sistem penangan sampah email buang2 duit sampah jerman efektif.panggil presentasikan konsep ay rancang slma 10 thn. cc.@jokowi
anger,"kartosoewiryo beragama bunuh soekarno. bunuh sayyidina ali solat subuh hafidz quran, ibnu muljam. belum, bro?"
sadness,"katak tempurung, kepercayaan hegemoni ilmu sains teknologi solusi pragmatis apolitis beragam permasalahan indonesia, bentuk dogma ideologi sila google 'scientism' sila google 'arogansi alumni itb' eh"
happy,"mandi mas, berendem biar wangi ilang sore :d"
love,"alloh maha maha romantis. bilang ""tunggu"" memaksa, bersabarlah, tawakkal alloh. alloh bikin merinding saking romantisnya.."
sadness,"semangat yaaa kak hani, semoga papamu karmanya secepatnya. rajin solat, ngaji, berdoa, mumpung ramadhan, orang kka doanya secepatnya kabulin allah, amin yaallah"
sadness,"manusia phobia sempit sesak, liat penyelamatan anak anak terjebak thailand, berdoa, merinding, nangis :"") bergidik liat medannya. #thaicaverescue"
fear,ferry julianto foto2 menjadikan jokowi was2.foto memalukan iya petinggi ketua partai jongos ormas.
happy,"tuhan hati mulut mengeluh mengomel, malainkan mengajari bersyukur hati mulut kita. selamat siang sahabatku."
anger,"bunga orang nyinyirin hidupmu membahagiakan. . pastikan bunga pot nya, lempar. . astagfirullah"
fear,"besok tolong ingatkan aa tommy yah selasa 5 juni 2018 jam 15.00 tolong sms/telp/wa takut aa nya ketinggalan info travelo*a deg deg an nihh semoga nonton piala dunia langsung *gak tidur nyenyak malam , nunggu pengumuman besok*"
anger,"asli sih, kemarin saingannya dota puyeng capernya. dese pubg ngechat ngirim gambar peringkat keselnya diubun ubun"
anger,cari orang2 menyudutkan ansor. sabar bagus menerus difitnah disalahkan tinggal diam
sadness,"iya. orang. gakmau digituin juga. makanan punyaku, mending beliin ambil punyaku."
fear,peredaran hoax kabar bohong media sosial parah dibiarkan. netizen ekstra hati-hati mengkonsumsi informasi menyebarkannya kembali.
love,"ospek jurusan berkahnya, brwl ospek sakit (hoream) kenal-& deket ,btw doi orang semngt kuliah , doi orgnya pinter,pejuang sngad,atlet,model,duta,hits intinya aing tidur ml wkwk, cinta qam smngtt!!"
anger,"sich dipercaya fz polisi cekatan, percayai, lari arab dipercaya, rakyat percaya fz fh nyinyir bukti"
fear,"anjay, seram baca replyannya. daftarnya tekkim suka kimia lolos. untung nyasar farmasi, fisikanya"
fear,"niat belanja online, ekspedisi overload nyampenya mending batal gegana tunggu paketan"
anger,penumpang yamg ... kadang suka gemessssss turun berjubel dipintu .. iya sih mencari nafkah .. biarkan penumpang turun . trimakasih
anger,"pancasila, anti politik. hidup negara demokrasi sistem politik. politikus, cepat mengertilah. tingkat apatisme masyarakat politik kian meninggi. berkorupsi ingkar janji."
happy,"gara gara lihat papa, om sepupunya pekan nobar bola, nayla suka bola juga, sedikiiiit semangat pas nonton lagunya ( pakai #jadibisa #rameinbola bareng"
anger,"menganggap ""sexual harrassment"" wajar. l*nte. alias senang ngelecehin lu. . . via vallen speak up tindakan w. warning laki2 lain, cewek diperlakukan begitu. #speakup #timesup"
sadness,"muridku sanggar tahfiz quran, masi keciiiil sekali, bicara terang (belum bilang apa), simak surah-surah juz 29, ehh lancarr kek air keran malu"
sadness,"oh ya, cerita si alda, bilang dengerin cerita gue. khawatir sendirian. dapetin, cerita lebar dm muat, balas lagi, itupun singkat bikin tersudut."
anger,"pelajari akun2 ig kerap memposting foto seronok, wajar mpe vulgar. perhatiin seringkali si pemilik akun cuek nya kata2 kalimat jorok, muncul justifikasi nglakuin (cat calling dunia nyata) wajar!"
sadness,doi liat bersihin doi tidak-enak kali
anger,dul era jokowi rezim sby 10 th menteri korup semua. percaya. adakan pembuktian terbalik. sby korupsi.
happy,"alhamdulillah, menembus rp 100 juta. terimakasih sahabat semua. semoga terpenuhi targetnya, fariz dioperasi"
happy,"persis. keluarga mualaf menado indonesia timur, kristen, sedari kasih selamat paskah natalan. absen lebaran, rombongan sowan lebaran 2"
sadness,"ngumumin tunangan tujuh, tujuh, menurutnya angka keberuntungan, beeeh patah hati nya dobeeel, ku tuh tanggal segitu wkwkw... nikahnya ma sih, ma die sih hihi.."
anger,"si ego kurangi dikit, gini :"""""" minimal kerjaan selesai aja, abis slamanya ketemu apa-apa"
anger,kaga cewek tolol si daniel co bule numpang hidup jakarta am ce kasih kemudahan2 hidup deh sorry biar jelek tua sudi dimanfaatin
fear,"dok, enggan menikah mengutamakan karir pendidikan, takut namanya rumah tangga takut broken"
sadness,"kaya tukang nasi goreng. sedih dengernya, orang melangkah usaha, ragu-ragu, takut, ide. bicara"
anger,"kesekian kalinya complain via socmed dibalas ""template"" solusi. sop nya itu?"
sadness,"orang berubah, positif negatif, the biggest reason berubah, salah ya dikasih dihujat"
anger,mekanisme pemilihan direksi komisarisnya ya? sontoloyo uang rakyat dipakai gaji bod boc model gini....
happy,"see you again, when i see you, jogja. partner menyukseskan liburan kemarin. butuh membantu liburan jogja. hotel: 5-6 juli"
love,"memilihmu,bukan cinta memilihmu,tapi sang pencipta memilihmu kucintai"
love,"usaisenja : srikandiindung padaku, cinta itu? cinta seperti, sekepal jantungku melupakan degup sebentuk paru-paruku meninggalkan udara kehilanganmu. #us"
fear,"berlajar prosedur bedah makan sahur ah *buka youtube* *nonton proses bedah dentoalveolar* *ga sanggup makan* *nutup laptop* ""udahlah makan dulu"" *makan deg deg an*"
happy,"terima kasih keras kasih (army) musik berkualitas, musik keren, musik inspiratif, musik menyembuhkan. sehat & berkarya. we cinta rm"
happy,"krl bis tj, transit krl bis tj jalan kaki, halte tj kantor jalan kaki. sepakat pak, transportasi umum+jalan kaki last mile ride 1km."
anger,"bagus tindakan hebat... sebentar tunjangan hakim,jaksa pensiunan 300% wiraswasta silahkan gigit jari hambur2kan utang duit to cari dukungan. jokowi: tunjangan kinerja tni-polri 70 persen, cair juli"
happy,"suka point prof. suteki "" puncak tertinggi pancasila ketuhanan maha esa, sdgkan salah petinggi bpip pnh pidatonya viral keraguannya akhir"" nampol banget.. #ilcbpip #2019gantipresiden"
sadness,"hadir hdpku, tuhan mempertemukan kamu. berharap darimu, harapan hdpku menerimamu. meninggalkan tanpamu."
sadness,"ibumu berusia 29 ulang 2 kue drku dktnya. qyara tau, inginnya moment hidupnya. betapa hadir menyenangkan hidupnya. kulakukan syng."
sadness,alamak. kehebohan malam eyang ini. gadengerin kencang suara + suara sinetron vol up (dan apal jadwal sinetron sctv-rcti sore ampe malam jam11).pencapaian.
happy,"itu, optimis bersaing tim manapun, persiapan panjangnya perjalanan lalui. hasil pertandingan jalani."
fear,pidato retak tujuh detik lampu merah sabar ku tebas. rejeki jogja jakarta kesalahan relovan bunyi tik tok somay berselisiban truk-truk pertamina.
love,"kuharus syafaatmu ya sayyidi ya rasullullah? cinta,aku mencintai layaknya mencintai kuharus mencari ridhamu ya sayyidi ya rasullullah? akhlaq,aku menjaga budi pekerti layaknya berbudi pekerti umatmu"
love,"waktunya, sayang berubah butuh. perhatian berubah pengertian. percaya berubah yakin. melengkapi. mencari kurang. mencari salah. mencari lebih."
love,"kemudian, membuatku jatuh cinta. ku coba hempas, jauh. kemudian, bertemu kembali, lagi-lagi merakan cinta kesekian kalinya."
fear,"disemua melaksanakan sholat, salah satunya bangunan didirikan kekafiran (salah satunya gereja). berlindung allaah swt. godaan setan terkutuk."
love,.. sayang .. takut kehilangan .. .. ku ..
sadness,agustus 1. jadwal pulang teman menikah 2. agenda jalan bareng rekan kantor pilihan gimanaaaaaaaaa... jarang temu pas hati ikut.
sadness,"males packing pergi tuh pulang males suruh packing,pgnnya tongkat sihir langsung masukin barang2ny k koper rapi"
love,"happy first mensive sayang maaf terbaik kamu, bahagia in sepenuhnya. mencoba berubah aley cinta stay with me ya"
happy,mission accomplished! ngenalin mama papa. tinggal tanggal mainnya kaaan. syahadat baptis wagelaseh... gimana edak??
anger,"malam benefit dibatalkan, dropshiper aturan langgar."
sadness,"ingatkah berjanji bahagiakan diriku selamanya. tam berartikah cinta lalu, dirinya. #recehkantwitter"
happy,"cerita kemarin sempet. tarawih masjid konsentrasi posisi apes. gimana gak, posisi solat shaf mas2 pakai sarung sarung nya nyeplak pantatnya pas banget, ketat. kampret, pen terbahak-bahak solat. syit."
love,"mudah mencintai, mudah mengaku ku cinta, mudah, jatuh cintaaaaa. senandungku cinta, tirakatku engkau, tiada dusta sumpah ku cinta, ku menutup mataa. biarlah langit, pandangi hari,sesak dimiliki. biarlah langit, suka kuberikan senja, duka kuberikan nestapa."
anger,"efek pemilu toksik, toksik berhasil merubah religius (tobat).tp ya paranoid, penuh kebencian si."
sadness,"malam ini, terpojokkan memilih jalan. dm : niat d laksanakan.. d tunda wkwk biasane wkwk kutersedaq"
sadness,update kesal kesal mending update resep makanan buka sahur takut kesal :( *negatifthinking* *astaghfirullah* #barunikah
happy,senang dengernya congrats er sidang tunggu wisuda digandeng yuhoee
happy,"kesiangan, lapar mandi. pagi ku menguji kemultitaskingan memasak mie mandi :) nyalakan kompor, masukin telur + mie. ku mandi~ beres mandi, mie beres."
fear,"salah sih abis bayar full poltekkes masukin sbm, takut dihujat macem ""lu kasihan adik kelas lo"" , dsb. tapikan depan, hak:( takut anjir"
happy,waduuuh udahlah ramai pisan snsd qu ngerumpul haduu apa-apa yakk?? tar kirim gdm yaakkk iya wkwk follback ya sayang quuu
fear,"kan, ketakuan tersendiri liat recent update line. takut tbtb oramg gantiin posisi aku, ava status"
fear,kabar si timi. berani pulang tidur serambi masjid. trauma tercampakan sang pemilik.
fear,hubungan asrama justin selena membuktikan pacaran putus nyambung sehat. takut terbawa nikah jb nikahin cewek lain. huhu
sadness,rs ku lekas sehat mas(btw ku canggung chat laki laki tua). 10 kabar si mas masuk iccu. ku kaget kabar beritanya mendadak drop begitu..
fear,"kemaren, pembagian nilai uts. takut imbangin pas uas. kampus serem."
love,"ku setia iaitu nr aa na dn pegang jnjiku ku shidup mati dgnmu. allah maha mengatahui. doa baik2, dn doa kte. ble krje ku harap paham satu2nye ku sayang nr aa na. trust me"
happy,tuhanlah rancangan rencana baiknya bersyukur apadanya susah happy always spirit
anger,berita posttingan si juned benar.trus mnghadirin acara siapa.mas.anda pura2 ediot.udh jelas2 menghadiri acara politikus pecun
fear,"benar. disemua melaksanakan sholat, salah satunya bangunan didirikan kekafiran (salah satunya gereja). berlindung allaah swt. godaan setan terku"
sadness,kereta arah rangkas wkwkwkw..i feel sih perjalanan berdiri...tapi semoga kedepannya disiplin
love,"akhirnya... papa melihatmu duduk dipanggung pelaminan lelaku dianggap menggantikannya, papa tersenyum bahagia."
anger,"ini!!! bilang pilih sopir mobil bener, membawamu masuk jurang. disopirin orang hafal 30 jus orang sim a jam terbang tinggi?"
sadness,"kukira berteman, bersahabat, pihakku berusaha ah sudahlah, pencemburu sepertiku berhak"
anger,"hei claudia kek gini kemarin keles.. sabar ya kak, dtunggu ya kak.. silakan cek bla bla.. template semua.. mutu!!"
fear,iya barusan cek kakinya ngiket pakai karet kira2 biaya dokter ya? takut mahal. misqueen nothing money
anger,"otak bodoh apapun posisinya,apapun gelarnya bego. hrsnya otak diisi ilmu pengetahuan diisi maaf..tai."
fear,[askmf] hai keterima um undip pas regist online gbs login gini gak? tmn2 ku login semua.... takut
love,"masuk dibulan mensive baik2 aja, pun, baik, ramah, perhatian, orang pengertian bat nuntut gua. bikin sayang bat"
sadness,"mereka. . . pepatah ""kemarau setahun dihapus hujan sehari"" miris negeri ini. . . sebegitunya kepentingan tertentu. . ."
sadness,24 jam allah kasih masalahku. buru-buru berburuk sangka. astagfirullahalazim maafin dian ya allah :(
happy,"special thanks for you,... menganggap ku adek, menyakiti ku, menghargai ku ku lakukan..."
sadness,"tidurku tenang mak! astagfiirullah, salah arwah kecoa-kecoa bunuh lupa ucapkan bismillah/inalillah proses pemusnahannya?"
sadness,"h-10 __ kembali, biar disini. memilihmu, kupaksa. berbahagialah, mengganggu lagi. berhappylah, orang (katanya) cinta. selasa, 5 juni 2018 berjan, gebang, purworejo 23:05 wib"
fear,"takut kalah melawan penasarannya. nada perlahan menunduk menyalakan senter hp pegang, mengarahkan kolong kasur gelap. bismillah.. semoga apa-apa disana."
anger,"berani berbuat salah berani maaf! manusia disetiap hal-hal kecil, mudah manusia sempurna lepas amarah, dengki, benci."
happy,alhamdulillah yaallah.... -terimakasih orang tua keluarga mendukung suport aku.. -terimakasih
sadness,"teknik lumayan, aneh pas inter.. passing salah, dribbling bagus, crossing bagus, keypass awal2 aja, ketebak.. what a waste of skill"
anger,"#ilcbpip prof suteki. bpip didirikan.. orangnya paham pancasila "" akhirat ramalan depan"".. ck ck.. politik balas budi nihh.."
fear,"anti bank bank club. infonya risen ja, makan duit riba tuh. salah rekan kita, pria menawan sekampus ae berani memutuskan risen biar makan duit riba ckck"
anger,"setuju bang bikin hidupnya tenang ya,gk memikirkan ky cari orderan enak ,gw gedeg bikin opik begituan"
love,"papa menangis mama memelukmu erat-erat. papa lakukan menghapus air mata sudut matanya, menepuk pundakmu ""jaga dirimu baik-baik ya sayang"" papa kuat. kuat mnjdi dewasa."
love,"sayang banget, bangga banget. besok giliran pamerin ijazah kelulusan ya banggain langsung :') sukses ya mas-mas ayo berjuang bareng!"
sadness,"penghasilan bersih 10jt kadang berasa gaya hidupnya ketinggian. penghasilan, 1 sih. manajemen keuangan bagus. istri buruk. kebeli rumah"
fear,"ge percaya istilah indigo, teman deket indigo planning ja bikin heran kaget takut"
fear,so far aneh sih ka support ngeri netizen ig kayaknya wkwk dikunci sayang ka
anger,keledai dibilang bodoh jato lobang sama.. parah keledai. bikin emosi ngebayangin besok
anger,jorr macet total! pintu tol pasar minggu jati asih 3 jam! asongan jalan. truk jalur kanan. bayar tol ya?!
fear,"hati-hati sis , leptopku abis update restart black screen pointernya muter2 log in. restore sengaja kehapus."
anger,"orang kek dikasih pelajaran. kritis, lagi? beraninya itu? haha"
fear,"papa dudum diruang tamu, menunggumu pulang hati khawatir perasaab khawatir berlarut-larut. putri kecilnya pulang larut hati papa mengeras papa memarahimu."
